id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,median_price_zip,buying_analysis,season_selling,median_price_season,selling_price_suggestion,expected_profit
3905040070,20150504T000000,540000.0,3,2.5,1670,5146,2.0,0,0,3,8,1670,0,1991,0,98029,47.5707,-121.999,1940,5146,575000.0,Buy,Fall,562400.0,702000.0,162000.0
8562900520,20140612T000000,640000.0,5,3.5,3690,11928,2.0,0,0,3,9,2540,1150,2006,0,98074,47.6108,-122.06,2640,11928,642000.0,Buy,Fall,647245.0,832000.0,192000.0
4027701182,20140722T000000,339950.0,3,1.0,1320,11457,1.0,0,0,3,8,1320,0,1959,0,98028,47.7738,-122.261,1900,9800,445000.0,Buy,Fall,451125.0,441935.0,101985.0
5160300030,20150401T000000,660000.0,4,1.75,1870,10450,1.0,0,0,3,8,1620,250,1978,0,98005,47.5938,-122.154,2060,10450,765475.0,Buy,Fall,813000.0,858000.0,198000.0
8945300200,20140815T000000,207500.0,3,1.0,1170,8816,1.0,0,0,4,6,1170,0,1966,0,98023,47.3059,-122.368,1200,9108,268450.0,Buy,Fall,270000.0,269750.0,62250.0
7796600070,20140825T000000,195000.0,3,1.5,1190,8726,1.0,0,0,3,7,1190,0,1956,0,98146,47.4887,-122.343,1390,8741,305000.0,Buy,Fall,271875.0,253500.0,58500.0
1781500435,20140820T000000,260000.0,3,1.75,1580,7344,1.0,0,0,5,7,1580,0,1911,0,98126,47.5256,-122.38,1580,6207,395750.0,Buy,Fall,370000.0,338000.0,78000.0
6979970140,20150417T000000,475000.0,3,2.5,2370,3239,2.0,0,0,3,8,1950,420,2006,0,98072,47.7515,-122.174,2520,3431,515000.0,Buy,Fall,550000.0,617500.0,142500.0
1005000036,20140613T000000,285000.0,3,1.75,1840,8601,1.0,0,0,3,7,920,920,1905,2014,98118,47.5359,-122.276,1390,7452,367500.0,Buy,Fall,342500.0,370500.0,85500.0
1024069159,20150313T000000,526000.0,3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,47480,739999.0,Buy,Fall,689000.0,683800.0,157800.0
418000310,20140514T000000,155000.0,2,1.0,700,5200,1.0,0,0,5,6,700,0,1952,0,98056,47.4924,-122.175,1030,5200,380000.0,Buy,Fall,347500.0,201500.0,46500.0
765000060,20140827T000000,342000.0,4,2.0,1570,11200,1.0,0,0,3,7,1120,450,1959,0,98011,47.7573,-122.217,1570,11200,470000.0,Buy,Fall,454500.0,444600.0,102600.0
2126079046,20150407T000000,390000.0,3,1.75,1220,216332,1.0,0,0,3,7,1220,0,1981,0,98019,47.7224,-121.926,1540,61419,401250.0,Buy,Fall,445000.0,507000.0,117000.0
7202270830,20140625T000000,608000.0,4,2.5,2690,4736,2.0,0,0,3,7,2690,0,2001,0,98053,47.6869,-122.036,2690,4791,635000.0,Buy,Spring,610000.0,790400.0,182400.0
133000070,20140916T000000,179900.0,2,1.0,680,6400,1.0,0,0,3,6,680,0,1943,0,98168,47.5136,-122.316,1240,7800,235000.0,Buy,Fall,228475.0,233870.0,53970.0
6082400083,20150430T000000,166000.0,3,1.0,1010,11675,1.0,0,0,3,7,1010,0,1957,0,98168,47.4849,-122.301,1370,10042,235000.0,Buy,Fall,228475.0,215800.0,49800.0
3905030140,20140622T000000,545000.0,4,2.5,2090,6023,2.0,0,0,3,8,2090,0,1990,0,98029,47.5713,-121.997,2090,6023,575000.0,Buy,Fall,562400.0,708500.0,163500.0
7228501580,20150116T000000,415000.0,3,1.0,1560,4500,1.5,0,0,3,7,1560,0,1903,0,98122,47.6118,-122.306,1660,4500,572000.0,Buy,Fall,592500.0,539500.0,124500.0
6679000390,20140610T000000,269000.0,3,2.5,1560,4200,2.0,0,0,3,7,1560,0,2003,0,98038,47.3838,-122.026,1560,4200,342000.0,Buy,Fall,347500.0,349700.0,80700.0
6889000060,20141223T000000,225000.0,3,1.0,1010,7633,1.0,0,0,4,6,1010,0,1961,0,98198,47.3781,-122.314,1190,8386,265000.0,Buy,Fall,266750.0,292500.0,67500.0
835000055,20140620T000000,175000.0,2,1.0,1020,5130,1.0,0,0,4,6,1020,0,1948,0,98002,47.301,-122.226,1200,6497,235000.0,Buy,Fall,235000.0,227500.0,52500.0
7811210320,20140801T000000,549000.0,5,2.5,1710,9720,2.0,0,0,4,8,1710,0,1974,0,98005,47.5903,-122.157,2270,9672,765475.0,Buy,Fall,813000.0,713700.0,164700.0
3126049094,20141112T000000,392450.0,4,2.0,2195,2681,1.0,0,0,3,7,1060,1135,1912,0,98103,47.6965,-122.342,1710,1280,550000.0,Buy,Fall,527950.0,510185.0,117735.0
8682282180,20140923T000000,509000.0,2,2.0,1560,4675,1.0,0,0,3,8,1560,0,2006,0,98053,47.7086,-122.019,1870,6361,635000.0,Buy,Fall,598250.0,661700.0,152700.0
1232000810,20140912T000000,340000.0,3,2.5,1400,4800,1.0,0,0,3,7,1200,200,1921,0,98117,47.6865,-122.379,1440,3840,544000.0,Buy,Spring,546250.0,698100.0,161100.0
3996900295,20141214T000000,358000.0,2,1.0,1140,8340,1.0,0,0,3,7,1140,0,1948,0,98155,47.7448,-122.3,1030,8149,375000.0,Buy,Fall,370000.0,465400.0,107400.0
2558650200,20140916T000000,419950.0,3,2.25,2280,8500,1.0,0,0,4,7,1680,600,1977,0,98034,47.7211,-122.166,1890,7700,445950.0,Buy,Fall,450000.0,545935.0,125985.0
6021503570,20140918T000000,525000.0,2,1.0,880,4000,1.0,0,0,3,7,880,0,1940,0,98117,47.6847,-122.387,1310,4000,544000.0,Buy,Fall,535000.0,682500.0,157500.0
1862400517,20140813T000000,350000.0,3,2.0,1320,1298,3.0,0,0,3,7,1320,0,1995,0,98117,47.6959,-122.376,1380,1503,544000.0,Buy,Fall,535000.0,455000.0,105000.0
5560000710,20150327T000000,210000.0,3,1.0,1040,8970,1.0,0,0,4,6,1040,0,1961,0,98023,47.3283,-122.337,1040,8450,268450.0,Buy,Fall,270000.0,273000.0,63000.0
3971700510,20150129T000000,336800.0,5,1.75,1830,16650,1.5,0,0,3,7,1610,220,1958,0,98155,47.7734,-122.315,1790,12743,375000.0,Buy,Fall,370000.0,437840.0,101040.0
7202330270,20150303T000000,465000.0,3,2.5,1440,4473,2.0,0,0,3,7,1440,0,2003,0,98053,47.6825,-122.036,1650,3322,635000.0,Buy,Fall,598250.0,604500.0,139500.0
9542830160,20141218T000000,299900.0,4,2.5,1580,3632,2.0,0,0,3,7,1580,0,2011,0,98038,47.3672,-122.019,1950,3800,342000.0,Buy,Fall,347500.0,389870.0,89970.0
3622059155,20140523T000000,235000.0,4,2.5,1810,39639,1.0,0,0,3,7,1230,580,1970,0,98042,47.3472,-122.11,1810,44866,292000.0,Buy,Fall,279000.0,305500.0,70500.0
4322300340,20150112T000000,265000.0,4,1.5,1740,12728,1.0,0,0,4,7,1180,560,1964,0,98003,47.2808,-122.3,1830,11125,267475.0,Buy,Spring,277500.0,344500.0,79500.0
3797000830,20140530T000000,425000.0,3,1.75,1680,3000,1.0,0,2,4,6,840,840,1900,0,98103,47.686,-122.346,1540,3700,550000.0,Buy,Fall,527950.0,552500.0,127500.0
2973800030,20140721T000000,175000.0,3,1.0,1030,6600,1.0,0,0,3,7,1030,0,1954,0,98146,47.4941,-122.34,1220,9040,305000.0,Buy,Fall,271875.0,227500.0,52500.0
1449000260,20141112T000000,493000.0,3,2.25,1790,11393,1.0,0,0,3,8,1790,0,1978,0,98052,47.6297,-122.099,2290,11894,615000.0,Buy,Fall,587475.0,640900.0,147900.0
3037200060,20140926T000000,499000.0,3,2.5,1750,2150,2.5,0,0,3,7,1230,520,1900,2014,98122,47.6037,-122.311,1410,3300,572000.0,Buy,Fall,592500.0,648700.0,149700.0
6071700160,20140623T000000,603500.0,6,2.75,2660,8400,1.0,0,0,5,8,1550,1110,1962,0,98006,47.549,-122.173,2280,8400,760184.5,Buy,Fall,751305.0,784550.0,181050.0
292000070,20150406T000000,895000.0,5,2.5,2350,14197,1.0,0,0,4,8,1220,1130,1962,0,98004,47.6005,-122.204,2470,11629,1150000.0,Buy,Fall,980000.0,1163500.0,268500.0
9510900710,20140513T000000,267345.0,4,2.25,2510,8165,1.0,0,0,4,7,1610,900,1972,0,98023,47.3092,-122.372,1940,8250,268450.0,Buy,Fall,270000.0,347548.5,80203.5
1471620240,20140516T000000,275000.0,3,2.5,1480,15639,2.0,0,0,3,8,1480,0,1987,0,98045,47.4723,-121.746,1480,16454,399500.0,Buy,Fall,380000.0,357500.0,82500.0
3904901670,20140620T000000,455000.0,3,2.25,1470,4653,2.0,0,0,4,7,1470,0,1985,0,98029,47.5667,-122.018,1560,4119,575000.0,Buy,Fall,562400.0,591500.0,136500.0
1099610260,20140826T000000,212000.0,4,1.75,1250,12705,1.0,0,0,4,7,1250,0,1971,0,98023,47.302,-122.382,1390,8550,268450.0,Buy,Fall,270000.0,275600.0,63600.0
5420300270,20140813T000000,231500.0,4,2.25,2080,7526,1.0,0,0,4,7,1280,800,1985,0,98030,47.3762,-122.183,1200,7500,282255.0,Buy,Fall,293000.0,300950.0,69450.0
5040800060,20150204T000000,675000.0,3,1.75,1710,5913,1.0,0,0,4,8,1120,590,1941,0,98199,47.6481,-122.406,2920,5922,689800.0,Buy,Spring,709000.0,877500.0,202500.0
1437900350,20141027T000000,387000.0,3,1.5,1340,6500,1.0,0,0,3,7,1340,0,1972,0,98034,47.7168,-122.192,1620,7107,445950.0,Buy,Fall,450000.0,503100.0,116100.0
3990200125,20140711T000000,385000.0,3,2.0,1860,7400,1.0,0,0,3,8,930,930,1922,2004,98166,47.4598,-122.352,1640,8461,390000.0,Buy,Spring,421000.0,500500.0,115500.0
7452500340,20141204T000000,265000.0,3,1.0,1080,4930,1.0,0,0,3,6,1080,0,1950,0,98126,47.5209,-122.374,1100,5950,395750.0,Buy,Fall,370000.0,344500.0,79500.0
9215400075,20150422T000000,406000.0,3,1.0,960,5264,1.0,0,0,3,7,960,0,1953,0,98115,47.6805,-122.301,1140,5150,567000.0,Buy,Fall,541250.0,527800.0,121800.0
5061300030,20140508T000000,134000.0,2,1.5,980,5000,2.0,0,0,3,7,980,0,1922,2003,98014,47.7076,-121.359,1040,5000,415000.0,Buy,Fall,399950.0,174200.0,40200.0
3362900696,20141020T000000,415000.0,3,1.0,1500,3399,2.0,0,0,5,7,1300,200,1926,0,98103,47.6838,-122.352,1360,3588,550000.0,Buy,Fall,527950.0,539500.0,124500.0
2558640340,20140527T000000,375000.0,3,1.75,1440,8775,1.0,0,0,3,7,1440,0,1973,0,98034,47.7231,-122.17,1790,7865,445950.0,Buy,Fall,450000.0,487500.0,112500.0
8078460810,20141210T000000,620000.0,4,2.5,2580,7465,2.0,0,0,3,8,2580,0,1993,0,98074,47.6319,-122.022,2350,7596,642000.0,Buy,Fall,647245.0,806000.0,186000.0
538000390,20141028T000000,337500.0,5,2.5,2070,4698,2.0,0,0,3,7,2070,0,1999,0,98038,47.3539,-122.024,2010,4698,342000.0,Buy,Fall,347500.0,438750.0,101250.0
3584900160,20140922T000000,565000.0,3,2.5,1880,12368,1.0,0,0,4,7,1260,620,1967,0,98005,47.5901,-122.167,1950,11551,765475.0,Buy,Fall,813000.0,734500.0,169500.0
8056000075,20140521T000000,1065000.0,2,1.75,1890,9466,2.0,0,0,3,8,1890,0,1987,0,98004,47.6144,-122.211,2180,12825,1150000.0,Buy,Spring,1210000.0,1384500.0,319500.0
2972300140,20140821T000000,352500.0,3,2.0,1920,33630,1.0,0,0,3,8,1920,0,1992,0,98056,47.4983,-122.167,2080,7505,380000.0,Buy,Spring,382500.0,458250.0,105750.0
7697870350,20140617T000000,259000.0,3,2.0,1870,5909,1.0,0,0,3,7,1270,600,1986,0,98030,47.3665,-122.183,1870,7887,282255.0,Buy,Fall,293000.0,336700.0,77700.0
2464400340,20140625T000000,381500.0,2,1.0,900,2910,1.0,0,0,5,7,900,0,1924,0,98115,47.6859,-122.322,1320,2910,567000.0,Buy,Fall,541250.0,495950.0,114450.0
8113101232,20141202T000000,343000.0,2,1.0,1180,9261,1.0,0,0,4,7,940,240,1957,0,98118,47.5492,-122.274,1700,6325,367500.0,Buy,Spring,417500.0,445900.0,102900.0
5706500140,20140818T000000,205500.0,2,1.0,900,6400,1.0,0,0,5,6,900,0,1938,0,98022,47.2113,-121.992,1320,6400,279500.0,Buy,Fall,279000.0,267150.0,61650.0
1024069037,20140915T000000,525000.0,3,2.0,1600,16530,1.0,0,0,5,7,1600,0,1967,0,98075,47.5821,-122.016,1850,41006,739999.0,Buy,Fall,689000.0,682500.0,157500.0
9476700135,20150319T000000,300000.0,3,1.75,1500,8352,1.0,0,2,5,6,750,750,1943,0,98056,47.4883,-122.191,1500,8447,380000.0,Buy,Fall,347500.0,390000.0,90000.0
1926069035,20140722T000000,299000.0,2,1.0,1070,189486,1.0,0,0,3,6,1070,0,1942,0,98077,47.7199,-122.085,1970,60548,652475.0,Buy,Fall,667500.0,388700.0,89700.0
3904990030,20140709T000000,561000.0,4,2.5,2570,5250,2.0,0,0,3,8,2570,0,1990,0,98029,47.5763,-122.0,2260,5392,575000.0,Buy,Fall,562400.0,729300.0,168300.0
2193340140,20140814T000000,540000.0,4,2.5,1850,7850,2.0,0,0,3,8,1850,0,1985,0,98052,47.6914,-122.103,1830,8140,615000.0,Buy,Fall,587475.0,702000.0,162000.0
1422300160,20140624T000000,379000.0,3,2.5,1740,30886,2.0,0,0,3,8,1740,0,1992,0,98045,47.46,-121.707,1740,39133,399500.0,Buy,Fall,380000.0,492700.0,113700.0
2946000751,20140724T000000,230000.0,3,1.0,1300,14000,1.0,0,0,4,7,1300,0,1958,0,98198,47.4213,-122.322,1390,8750,265000.0,Buy,Fall,266750.0,299000.0,69000.0
179003055,20141113T000000,210000.0,3,1.0,1200,7500,1.0,0,0,3,6,1200,0,1905,1989,98178,47.4921,-122.275,1010,7000,278277.0,Buy,Fall,290500.0,273000.0,63000.0
1723059050,20140611T000000,290300.0,2,1.0,860,3874,1.0,0,0,4,6,860,0,1931,0,98055,47.4836,-122.204,1400,5106,294950.0,Buy,Spring,305000.0,377390.0,87090.0
6300500505,20140714T000000,359950.0,3,1.0,1400,4980,1.0,0,0,3,6,950,450,1943,0,98133,47.7041,-122.34,990,4980,375000.0,Buy,Spring,405000.0,467935.0,107985.0
7715801040,20150221T000000,465000.0,3,2.0,1430,7125,1.0,0,0,4,7,1430,0,1984,0,98074,47.6256,-122.059,1570,8075,642000.0,Buy,Fall,647245.0,604500.0,139500.0
1158700135,20140812T000000,420000.0,3,2.5,2060,7020,1.0,0,0,4,8,1460,600,1967,0,98177,47.7575,-122.364,2150,8400,554000.0,Buy,Fall,574750.0,546000.0,126000.0
7983000200,20141005T000000,169575.0,3,1.0,1300,8284,1.0,0,0,3,7,1300,0,1968,0,98003,47.3327,-122.306,1360,7848,267475.0,Buy,Fall,250000.0,325000.0,75000.0
6791400320,20140923T000000,257500.0,3,1.75,1530,14087,1.0,0,0,3,7,1070,460,1979,0,98042,47.3146,-122.043,1770,13660,292000.0,Buy,Fall,279000.0,334750.0,77250.0
3992700036,20140626T000000,415000.0,3,1.0,1170,6700,1.0,0,0,3,8,1170,0,1957,0,98125,47.7122,-122.29,2410,7620,425000.0,Buy,Fall,431750.0,539500.0,124500.0
8732000390,20140529T000000,246500.0,3,1.5,1270,11600,1.0,0,0,4,7,1270,0,1964,0,98031,47.4075,-122.196,1380,9945,288200.0,Buy,Fall,295000.0,320450.0,73950.0
1441800030,20140706T000000,395000.0,3,1.75,1480,7700,1.0,0,0,3,8,1480,0,1975,0,98034,47.7225,-122.202,1930,8560,445950.0,Buy,Fall,450000.0,513500.0,118500.0
2268000370,20140708T000000,190000.0,3,1.0,910,10575,1.0,0,0,4,7,910,0,1968,0,98003,47.2741,-122.301,1470,10425,267475.0,Buy,Fall,250000.0,247000.0,57000.0
4147200140,20140821T000000,895000.0,4,3.0,3500,13444,2.0,0,0,3,10,2360,1140,1977,0,98040,47.5468,-122.231,3140,12935,993750.0,Buy,Fall,990000.0,1163500.0,268500.0
7504020810,20141020T000000,610000.0,5,2.25,2520,11700,2.0,0,0,3,9,2520,0,1977,0,98074,47.6322,-122.053,2530,12000,642000.0,Buy,Fall,647245.0,793000.0,183000.0
3276930370,20140708T000000,645000.0,4,2.5,2850,37522,2.0,0,0,3,9,2850,0,1987,0,98075,47.5852,-121.992,2980,35280,739999.0,Buy,Fall,689000.0,838500.0,193500.0
1687000200,20150410T000000,259000.0,3,2.5,2153,4400,2.0,0,0,3,8,2153,0,2007,0,98001,47.2872,-122.283,2434,4400,260000.0,Buy,Spring,262000.0,336700.0,77700.0
9465200181,20150428T000000,475000.0,4,1.5,2320,5534,1.5,0,0,4,7,1540,780,1915,0,98103,47.6944,-122.355,1670,5913,550000.0,Buy,Fall,527950.0,617500.0,142500.0
6071900070,20140622T000000,500000.0,4,2.5,2040,8400,1.0,0,0,3,8,1420,620,1963,0,98006,47.5512,-122.17,2540,8925,760184.5,Buy,Fall,751305.0,650000.0,150000.0
7957600075,20150406T000000,202500.0,3,1.5,1510,9898,1.0,0,0,3,7,1110,400,1954,0,98148,47.4303,-122.334,1420,9250,278000.0,Buy,Fall,267000.0,263250.0,60750.0
823069074,20141223T000000,523000.0,4,2.5,2660,65340,2.0,0,0,3,8,2660,0,1988,0,98027,47.4969,-122.06,2850,74052,570500.0,Buy,Fall,580250.0,679900.0,156900.0
2366800055,20141203T000000,225000.0,3,2.5,1740,10050,2.0,0,0,3,7,1740,0,1989,0,98001,47.2671,-122.236,1300,10125,260000.0,Buy,Fall,249900.0,292500.0,67500.0
3582700070,20141205T000000,356500.0,4,1.75,1570,9670,1.0,0,0,3,7,1170,400,1959,0,98028,47.7432,-122.248,2080,9100,445000.0,Buy,Fall,451125.0,463450.0,106950.0
9274200316,20150409T000000,558000.0,3,2.5,1680,934,3.0,0,0,3,8,1680,0,2008,0,98116,47.5891,-122.387,1740,1280,562750.0,Buy,Spring,570000.0,725400.0,167400.0
3021059155,20141212T000000,161500.0,3,1.0,1220,6000,1.0,0,0,5,7,1220,0,1961,0,98002,47.2811,-122.214,1420,13137,235000.0,Buy,Fall,235000.0,209950.0,48450.0
3580900160,20141010T000000,311000.0,3,1.0,1310,8370,1.5,0,0,3,7,1310,0,1962,0,98034,47.7284,-122.241,1310,8370,445950.0,Buy,Fall,450000.0,404300.0,93300.0
9407001610,20140715T000000,271900.0,3,1.75,1890,11875,1.0,0,0,3,7,1230,660,1979,0,98045,47.4472,-121.774,1580,10920,399500.0,Buy,Fall,380000.0,353470.0,81570.0
8700120270,20141210T000000,278000.0,4,2.5,1850,6037,2.0,0,0,3,7,1850,0,1991,0,98030,47.359,-122.191,1860,6037,282255.0,Buy,Fall,293000.0,361400.0,83400.0
3204300860,20140723T000000,820000.0,2,2.5,2210,4440,2.0,0,0,4,8,1440,770,1931,0,98112,47.6305,-122.3,1560,4920,915000.0,Buy,Spring,1015000.0,1066000.0,246000.0
8857320260,20141105T000000,462000.0,3,2.75,1890,2614,2.0,0,0,4,9,1890,0,1979,0,98008,47.6102,-122.114,1800,2769,545000.0,Buy,Fall,538000.0,600600.0,138600.0
1432400060,20140529T000000,230000.0,2,1.0,950,7560,1.0,0,0,3,6,950,0,1958,0,98058,47.4499,-122.176,1160,7560,335000.0,Buy,Fall,325000.0,299000.0,69000.0
6441800060,20141209T000000,725786.0,4,2.5,3070,5762,2.0,0,0,3,10,3070,0,2000,0,98075,47.5847,-122.08,3630,6500,739999.0,Buy,Spring,765000.0,943521.8,217735.80000000005
1775800710,20150126T000000,315500.0,3,1.0,1300,12600,1.0,0,0,4,7,1300,0,1969,0,98072,47.7422,-122.1,1480,13530,515000.0,Buy,Fall,550000.0,410150.0,94650.0
8910500238,20141106T000000,343000.0,3,3.25,1210,1173,2.0,0,0,3,8,1000,210,2002,0,98133,47.7114,-122.356,1650,1493,375000.0,Buy,Fall,345000.0,445900.0,102900.0
3076500830,20141029T000000,385195.0,1,1.0,710,6000,1.5,0,0,3,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800,450000.0,Buy,Fall,449000.0,500753.5,115558.5
1072030510,20140829T000000,415000.0,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,1981,0,98059,47.4777,-122.142,2150,12650,435000.0,Buy,Fall,425975.0,539500.0,124500.0
3888100226,20140630T000000,461000.0,3,1.75,3600,8666,2.0,0,0,4,6,2400,1200,1948,0,98033,47.6893,-122.167,2290,8200,678350.0,Buy,Fall,627000.0,599300.0,138300.0
7227501369,20140610T000000,369990.0,4,2.5,1960,7133,2.0,0,0,3,7,1960,0,2002,0,98056,47.4941,-122.19,1960,6705,380000.0,Buy,Spring,382500.0,480987.0,110997.0
3820350070,20140929T000000,349950.0,4,2.5,1820,3134,2.0,0,0,3,7,1820,0,1999,0,98019,47.7351,-121.985,1820,3751,401250.0,Buy,Fall,445000.0,454935.0,104985.0
7616800350,20150412T000000,285750.0,3,2.25,1960,17126,1.0,0,0,3,8,1400,560,1966,0,98055,47.4436,-122.21,2060,11466,294950.0,Buy,Spring,305000.0,371475.0,85725.0
7811210200,20150420T000000,542500.0,4,2.25,1750,10160,1.0,0,0,3,8,1320,430,1972,0,98005,47.5909,-122.158,2170,11165,765475.0,Buy,Fall,813000.0,705250.0,162750.0
3352400004,20150129T000000,184500.0,2,1.0,720,5880,1.0,0,0,3,6,720,0,1940,0,98178,47.5056,-122.27,1440,7200,278277.0,Buy,Fall,290500.0,239850.0,55350.0
7942601200,20141001T000000,412000.0,2,1.0,1040,5120,1.0,0,0,3,7,1040,0,1901,0,98122,47.6048,-122.312,1250,4000,572000.0,Buy,Fall,592500.0,535600.0,123600.0
2218000390,20140612T000000,580000.0,5,2.0,2060,6000,2.0,0,0,3,7,2060,0,1903,0,98105,47.6685,-122.305,1770,5000,675000.0,Buy,Fall,655000.0,754000.0,174000.0
7231502505,20150312T000000,220000.0,2,1.0,780,6000,1.0,0,0,5,6,780,0,1923,0,98055,47.4759,-122.208,1080,6000,294950.0,Buy,Fall,265000.0,286000.0,66000.0
7555220140,20140916T000000,675000.0,4,2.75,2240,8937,1.0,0,0,4,8,1460,780,1976,0,98033,47.6495,-122.194,2360,9038,678350.0,Buy,Spring,680000.0,877500.0,202500.0
7445000105,20140522T000000,373500.0,2,1.0,800,3330,1.0,0,0,3,7,800,0,1918,0,98107,47.6566,-122.358,1300,4320,529950.0,Buy,Fall,502500.0,485550.0,112050.0
7436900045,20140925T000000,383000.0,3,1.0,1150,10196,1.0,0,0,4,7,1150,0,1957,0,98052,47.6788,-122.162,1410,8925,615000.0,Buy,Fall,587475.0,497900.0,114900.0
3570000160,20140710T000000,610000.0,4,2.75,2600,36583,1.0,0,0,5,8,1580,1020,1976,0,98075,47.593,-122.054,2300,27820,739999.0,Buy,Fall,689000.0,793000.0,183000.0
9276202190,20140808T000000,545000.0,6,1.75,1820,6250,1.0,0,0,3,7,1130,690,1954,0,98116,47.579,-122.39,1820,5750,562750.0,Buy,Spring,570000.0,708500.0,163500.0
5016002180,20140708T000000,780000.0,2,2.5,2560,2500,2.0,0,0,5,8,1690,870,1901,0,98112,47.6233,-122.3,1890,5000,915000.0,Buy,Fall,808000.0,1014000.0,234000.0
6817810310,20140612T000000,405000.0,3,1.0,1330,15678,1.0,0,0,3,7,900,430,1984,0,98074,47.6355,-122.037,1330,12696,642000.0,Buy,Fall,647245.0,526500.0,121500.0
1423400260,20150402T000000,273000.0,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,335000.0,Buy,Fall,325000.0,354900.0,81900.0
3876810140,20140527T000000,326500.0,3,1.0,1810,12375,2.0,0,0,3,7,1810,0,1970,0,98072,47.7427,-122.172,1420,9357,515000.0,Buy,Fall,550000.0,424450.0,97950.0
3276180140,20150424T000000,365000.0,3,1.75,1380,9134,1.0,0,0,5,7,880,500,1981,0,98056,47.5087,-122.193,1400,8190,380000.0,Buy,Spring,382500.0,474500.0,109500.0
9808590310,20150408T000000,1000750.0,3,2.75,3070,10739,2.0,0,0,3,10,2440,630,1987,0,98004,47.6444,-122.191,3490,11913,1150000.0,Buy,Spring,1210000.0,1300975.0,300225.0
546000045,20150325T000000,422500.0,2,1.0,800,4046,1.0,0,0,3,7,800,0,1940,0,98117,47.6895,-122.382,1400,4046,544000.0,Buy,Fall,535000.0,549250.0,126750.0
1771110550,20141204T000000,320000.0,3,1.0,1330,9540,1.0,0,0,4,7,1330,0,1971,0,98077,47.758,-122.075,1250,10350,652475.0,Buy,Fall,667500.0,416000.0,96000.0
5335700030,20140603T000000,223000.0,3,1.0,1030,9120,1.0,0,0,3,7,1030,0,1961,0,98032,47.3607,-122.291,1470,10220,249000.0,Buy,Fall,250000.0,289900.0,66900.0
7203101580,20140724T000000,410000.0,3,2.5,1740,4948,2.0,0,0,3,7,1740,0,2008,0,98053,47.6966,-122.025,1290,3383,635000.0,Buy,Fall,598250.0,533000.0,123000.0
272000125,20140829T000000,438000.0,3,1.0,1200,4000,1.5,0,0,4,6,1200,0,1923,0,98144,47.5881,-122.299,1390,4000,450000.0,Buy,Fall,449000.0,569400.0,131400.0
2770601741,20141106T000000,390000.0,3,3.0,1490,2944,2.0,0,0,3,7,960,530,1993,0,98199,47.6506,-122.384,1590,1600,689800.0,Buy,Fall,650000.0,507000.0,117000.0
4250200140,20150219T000000,298500.0,4,2.5,1890,5954,2.0,0,0,3,7,1890,0,2004,0,98092,47.3293,-122.194,2030,5880,309780.0,Buy,Fall,333050.0,388050.0,89550.0
8965400390,20140905T000000,749999.0,5,2.25,3060,13630,2.0,0,0,3,10,3060,0,1989,0,98006,47.5585,-122.117,3430,10700,760184.5,Buy,Fall,751305.0,974998.7,224999.69999999995
5680000260,20150512T000000,385000.0,3,1.0,810,4600,1.0,0,0,3,6,810,0,1918,0,98144,47.5712,-122.316,1520,4800,450000.0,Buy,Fall,449000.0,500500.0,115500.0
9170500060,20140818T000000,649000.0,4,2.0,2240,11040,1.0,0,0,5,8,1120,1120,1961,0,98033,47.693,-122.168,1790,11040,678350.0,Buy,Spring,680000.0,843700.0,194700.0
4406000560,20150220T000000,278500.0,4,1.0,1540,8400,1.0,0,0,3,7,770,770,1971,0,98058,47.4278,-122.152,1520,9891,335000.0,Buy,Fall,325000.0,362050.0,83550.0
4245400045,20140923T000000,234500.0,3,1.75,1310,18400,1.0,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,1840,10790,235000.0,Buy,Spring,245000.0,304850.0,70350.0
9371700132,20140806T000000,374150.0,3,1.75,1390,9585,1.0,0,0,4,7,1390,0,1973,0,98133,47.752,-122.35,1240,8188,375000.0,Buy,Spring,405000.0,486395.0,112245.0
7215730310,20140714T000000,726000.0,5,3.0,2970,10335,2.0,0,0,3,9,2970,0,2000,0,98075,47.598,-122.019,2970,10335,739999.0,Buy,Spring,765000.0,943800.0,217800.0
7697870310,20140514T000000,266000.0,3,2.5,1780,7214,1.0,0,0,4,7,1400,380,1986,0,98030,47.3667,-122.182,1520,7228,282255.0,Buy,Fall,293000.0,345800.0,79800.0
7852180260,20150129T000000,410000.0,3,2.5,2350,4456,2.0,0,0,3,7,2350,0,2004,0,98065,47.5314,-121.854,2350,4456,500000.0,Buy,Fall,463500.0,533000.0,123000.0
1471610060,20140708T000000,370000.0,3,1.75,1570,16817,2.0,0,0,3,7,1570,0,1982,0,98045,47.4716,-121.756,1600,16817,399500.0,Buy,Fall,380000.0,481000.0,111000.0
